Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean_in_LUAD,Phosphoproteome_var_in_LUAD,class
RAB40A,834.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0632551078499588,0.2378758554060377,458015.5,477.4336372847011,0.02163383,1.4375092520205729e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,24.1,0.0,22.38831957824558,0.2732951570818658,0.2504238461538461,0.031224391125641,13.0,-0.2231244444444444,0.0085882753527777,9.0,0.239255909090909,0.021302967158658,22.0,2.9944989337016983,0.0155557381993044,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
KLHDC8A,1053.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.7674597083653109,0.9705827307311652,662921.0,249.0,0.04138571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,17.065,70.44844999999998,22.38831957824558,0.2732951570818658,0.2846032894736842,0.0227569036357017,76.0,-0.199505,0.0016629144499999,2.0,0.282421282051282,0.0223706851256077,78.0,2.5215606567020026,0.1380655504293438,0.155027863598587,0.0052857561009441,20.715476093356216,0.5110193164887934,0
PPP1R10,2823.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4826254826254826,0.8342250600372764,2080582.0,271.0,0.03242649,3.134088122366565e-05,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,20.224,110.760528,24.58947919213257,0.0573940896026256,0.2089268421052632,0.0098032476384068,38.0,-0.2056483333333333,0.0030771100166666,6.0,0.2084797727272727,0.0087944513976215,44.0,3.57971833496066,0.0012125634210364,0.0775130839821442,0.016278197388534,25.239557353707607,0.2103534472482357,0
SUMF2,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.058,0.0,26.686216258982785,0.2216509181060356,0.3520468627450979,0.0710542636739607,51.0,-0.246605,0.0206165348333333,4.0,0.3443783636363636,0.0677000076028283,55.0,3.674658629063584,0.0035909999080534,0.0554426746666133,0.0094511822847108,20.715476093356216,0.5110193164887934,0
ETV3,1539.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2506265664160401,0.5974414112535771,895723.3,423.0,0.03105493,1.123373626880602e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,24.0,0.0,22.04628345406172,0.1301714492628208,0.3171124050632911,0.0231758860261928,79.0,-0.21665,0.0154478404218812,1.0,0.315856625,0.0230086790656804,80.0,3.5633214287146475,0.0030453791173215,0.0731442964326342,0.0061609510281403,21.75987842666989,0.0975587749472679,0
ZBTB34,1503.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.8163265306122449,0.981992525711584,367308.3,322.0,0.04753896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,14.589,72.26424200000002,19.52752631545146,0.2623312130809548,0.182444,0.00475232148,5.0,-0.2066393617021276,0.0101324431061054,47.0,0.2043128846153846,0.0095636724836726,52.0,3.4329458650262192,0.0022579073515568,0.0417038858030319,0.0097763896496353,16.98758241191347,0.1778008373533784,0
SMAD3,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3.235,0.0,23.92045779683372,0.1580130813746696,0.4023274999999999,0.0554629883583333,4.0,-0.2219962264150943,0.01177194993164,53.0,0.2346510526315789,0.0160621355488721,57.0,3.555432987177858,0.0053035537757285,0.0808874556985152,0.0148184580467877,20.715476093356216,0.5110193164887934,0
PHKB,3282.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.7057163020465773,0.951688045665874,320759.8,885.0,-0.003228772,2.0469074013007813e-05,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,13.8085,51.23756450000001,24.58508007425578,0.0682286643579061,0.2543070967741935,0.0155258613679569,31.0,-0.1740177777777777,0.0043919928300653,18.0,0.2248130612244897,0.0127885303341836,49.0,3.674234760401232,0.0030427410309363,0.0409628984691331,0.0119493436323453,24.96566450130956,0.1349168844405386,0
ZMAT1,1917.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.4608294930875576,1.0,0.3671071953010279,0.7349858253624325,262043.9,477.4336372847011,0.01599902,2.944071308940555e-07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,18.0,98.0,22.38831957824558,0.2732951570818658,0.3001658333333333,0.0917590393901515,12.0,-0.238795,0.01008968565,10.0,0.2722699999999999,0.0533666900285714,22.0,3.279112742843794,0.0236067163894295,0.219867868743192,0.0501179562169091,20.715476093356216,0.5110193164887934,0
KDR,4071.0,0.0,0.0909090909090909,0.0,0.8181818181818182,0.0,1.0,0.0909090909090909,0.0,0.9474427588512933,0.0,9.0,11.0,0.6226650062266501,1.0,0.075409094336777,0.2703285873384708,175189.0,706.0,0.002962429,4.5018335536130295e-05,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,11,25.623,51.91995666666666,18.80629903529268,0.1546309323845603,0.3513686666666666,0.0972289505266666,15.0,-0.2284172222222222,0.0206156898800653,18.0,0.2843042424242424,0.0573549079001893,33.0,3.6036726209558014,0.0158772641966486,0.0973393387179938,0.0239547237696824,16.980580006520277,0.4415045938075725,0
TMSB4Y,135.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.291970802919708,0.651416488091734,597317.7823636307,477.4336372847011,0.0172016246025543,1.209857321701715e-06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,24.7,0.0,22.38831957824558,0.2732951570818658,0.2439837577023083,0.0263409212213065,24.76814004376368,-0.2160694250770577,0.0154478404218812,23.714210664565275,0.2382575554713608,0.0220873076754659,48.45601750547046,1.5686812726944226,1.4363333047556226,0.0532585255216859,0.0115260590403139,20.715476093356216,0.5110193164887934,0
PDE4B,2211.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.4275331338178709,0.7908180793510227,103928.2,596.0,-0.008094673,2.188121424494504e-05,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,20.05666666666667,75.25663333333333,17.0801652035907,0.2961233745334043,0.1859863636363636,0.0095340081454545,11.0,-0.2056490625,0.0077597310668346,32.0,0.2006190697674418,0.0080727773324473,43.0,3.471420736553728,0.0111236259944851,0.1239561871940229,0.0154937824171131,17.34011631146252,0.6981516992375338,0
MUC5AC,1870.0,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.5,0.4482294935006724,1.0,0.6729475100942126,0.9394939073321448,597317.7823636307,477.4336372847011,0.0172016246025543,5.270015110663929e-06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,15,9.20075,108.9891062,26.16120495185344,3.428330259186068,0.2024244444444444,0.0128520834261437,18.0,-0.2205042307692307,0.0131681554733846,26.0,0.2131079545454545,0.0128178164073467,44.0,2.709184180470764,0.6526512549047261,0.1239561871940229,0.0154937824171131,22.333155448493063,1.772236428525641,0
CACHD1,3672.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,2.0,3.0,0.3676470588235294,1.0,0.0529436679373147,0.208520055049937,213590.9,581.0,-0.005703065,4.98781397694602e-06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3,29.1,31.630000000000017,21.415024638958705,0.316937450647461,0.1989208333333333,0.0106748862083333,12.0,-0.2074048387096774,0.0079164524991397,31.0,0.2050372093023255,0.0084652385634551,43.0,3.420764358513,0.026948325935637,0.0554394615861846,0.0153642821452697,19.357019067185387,0.4785396865951435,0
TEX55,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,5.6946666666666665,65.68396033333333,22.38831957824558,0.2732951570818658,0.2439837577023083,0.0263409212213065,24.76814004376368,-0.2160694250770577,0.0154478404218812,23.714210664565275,0.2382575554713608,0.0220873076754659,48.45601750547046,2.8268395389809275,0.1110072453572397,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
HSPD1,1722.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2913752913752914,0.6506827452289383,681973.5,428.0,0.02910156,0.0018261471330662,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23.3,0.0,29.86384299243001,0.2225382918913751,0.1737305882352941,0.0033702843808823,17.0,-0.1815464285714285,0.0087109442093406,14.0,0.1772603225806452,0.0055878606032258,31.0,3.811685800286012,0.0032733677188743,0.048594868217049,0.0152348372894695,22.42804661336004,0.2974745027391754,0
GALNT13,1671.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.3901677721420211,0.7573852701451167,21842.08,1035.0,-0.01331434,3.864536059070431e-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2,24.85,3.125,16.100864064805798,0.2624709164752239,0.1792063157894736,0.0034464542023391,19.0,-0.1844507142857143,0.0095640763917582,14.0,0.1814312121212121,0.0058309645422348,33.0,2.75188651904541,0.1308501785094036,0.1919042014472083,0.0237381092619005,20.715476093356216,0.5110193164887934,0
SLC44A1,1974.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.2055498458376156,1.0,0.4761904761904762,0.8294939736806558,265153.6,490.0,-0.0004347536,1.3326389917230743e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3,28.85333333333333,65.02453333333335,24.023857072628594,0.084830595172911,0.1720785714285714,0.0021892213809523,7.0,-0.2135141666666666,0.0102347224801418,48.0,0.2082405454545454,0.0093454821348821,55.0,3.71787567450398,0.0020283089501728,0.0453405541830296,0.0115868667864496,22.032816302003905,0.2487550821186337,0
CCDC124,672.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7215007215007215,0.9570143584182622,1366136.0,217.0,0.03627883,1.0890580586699922e-06,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,25.0,0.0,26.232228148515244,0.0532750945198452,0.2426224999999999,0.0225658135357142,8.0,-0.2156420833333333,0.0135583252721631,48.0,0.2194964285714285,0.0145489743797402,56.0,3.3140210277662576,0.0039506093868847,0.0913593372449173,0.0121549127019582,21.18902696789814,0.2371891335272621,0
GJA1,1149.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.1337255950788981,1.0,0.7745933384972892,0.9724377318857516,60721.85,773.0,-0.02299575,0.0001514757610596,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,23.3,132.19000000000003,22.3255374902668,0.2669120720310562,0.255565,0.0110373325666666,4.0,-0.2381710869565217,0.0103271118499033,46.0,0.2395626,0.0101825593543265,50.0,3.6488644615703207,0.0098228137933054,0.1239561871940229,0.0154937824171131,22.925391301834576,0.232528166624632,0
ABCB5,3774.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.0915667063455727,0.3104740903960801,164217.9,648.0,0.003580114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6,18.49983333333333,137.86664016666663,22.38831957824558,0.2732951570818658,0.3473238461538461,0.0426084794646634,65.0,-0.342975,0.02210673645,2.0,0.3471940298507462,0.0416528199698778,67.0,2.792815657204526,0.01142774278864,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
EXOSC6,819.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.628140703517588,0.9202205323003714,1353954.0,139.0,0.03717497,0.0001306288260554,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,20.5,0.0,24.873164925008453,0.040119041708835,0.2538189285714285,0.0190642663284391,28.0,-0.1965515384615385,0.0056939732055384,26.0,0.2262457407407408,0.0132320333418937,54.0,3.5441416313944414,0.0016898552487859,0.0638283248808026,0.0062652991106655,20.715476093356216,0.5110193164887934,0
PRRC2C,8454.0,0.2,0.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.4734848484848485,0.8274788664034163,406372.2,793.0,0.002387093,3.522064313234468e-05,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,22.202,47.68752,25.926120560744707,0.0261429276811879,0.2935263636363636,0.0199756380392344,77.0,-0.22834,0.0154478404218812,1.0,0.2926906410256409,0.0197706918865967,78.0,3.8705403753624257,0.0013895663112452,0.065711960607448,0.0155208085542863,25.496733124517792,0.1101775124898279,0
SORBS2,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,23.450000000000003,1.4450000000000018,26.34654165142288,0.2144534962819964,0.1982672727272727,0.0143609640018181,11.0,-0.2336468965517241,0.0160896812507389,29.0,0.2239175,0.015489824726923,40.0,3.412851386241824,0.0411438055372322,0.1239561871940229,0.0154937824171131,27.87072264807454,0.3819780528593346,0
HEPH,3639.0,0.125,0.0,0.0,0.875,0.0,1.0,0.0,0.0,1.0,0.0,3.5,3.5,1.0,1.0,0.1423082396470755,0.4197751347957967,282730.0,477.4336372847011,0.003913619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9,16.287333333333333,94.80226825,20.771970250739432,0.2126020222308015,0.1708059999999999,0.0009893920299999,5.0,-0.210608125,0.0190850119495833,16.0,0.2011314285714285,0.0148133914928571,21.0,3.3836565559692326,0.0146763801194476,0.1239561871940229,0.0154937824171131,21.68035519465885,0.5552863625401079,0
SIPA1L3,5346.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.0,1.0,0.5899705014749262,0.9012877527034888,688670.3,605.0,-0.01658925,2.050670269859108e-05,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,15.559,125.78033733333332,23.10685545686715,0.0778129686357576,0.3181772727272727,0.0762937810874458,22.0,-0.205746923076923,0.0124837939341538,26.0,0.2572775,0.0439339972659574,48.0,3.579603234478899,0.0052171168717234,0.0649436076468652,0.024147721637773,24.50918132321019,0.1324150676557801,0
OR4C15,1113.0,0.2,0.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.3819709702062643,0.7495839066034027,1141.154,1100.0,-0.03699483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6,14.1608,130.8638092,22.38831957824558,0.2732951570818658,0.1894180952380952,0.0067557392061904,21.0,-0.2167147058823529,0.0188288081889705,17.0,0.2016297368421053,0.0119831291918207,38.0,0.021911744028183,0.0254656104172125,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
ZBED9,3978.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.9166666666666666,0.0,2.0,2.0,1.0,1.0,0.4564125969876768,0.8144034964004242,239465.2,576.0,0.02730834,6.673642325821558e-08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,8,16.924375,51.55335426785715,22.38831957824558,0.2732951570818658,0.2439837577023083,0.0263409212213065,24.76814004376368,-0.2160694250770577,0.0154478404218812,23.714210664565275,0.2382575554713608,0.0220873076754659,48.45601750547046,2.8268395389809275,0.1110072453572397,0.1239561871940229,0.0154937824171131,20.715476093356216,0.5110193164887934,0
MEMO1,894.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.4952947003467063,0.8432899154684005,342214.8,385.0,0.01845579,0.000150190394727,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,21.935666666666663,138.32281633333335,24.67616222138273,0.0456585967855004,0.1873945454545454,0.0103557038545454,22.0,-0.1787716666666666,0.0089323456566666,6.0,0.1855467857142857,0.0097215568670634,28.0,3.4422224443946883,0.001712957517606,0.0519358473032127,0.0056104880931283,18.186812958956537,0.1341737430945,0
ANXA10,975.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6038647342995169,0.908457159397988,55531.69,402.0,-0.01642235,1.0254225688713917e-07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,18.57,0.0,22.17457838549471,2.721834950650896,0.15918375,0.0028986841410714,8.0,-0.209775,0.0094544148185185,28.0,0.1985325,0.0083281602478571,36.0,1.854937056911805,0.5600242507261846,0.1239561871940229,0.0154937824171131,16.435177434024094,2.9862969491049176,0
ADGRE3,2165.453500045633,0.2356042882615762,0.0526435572028951,0.0215204677495176,0.6686918741811249,0.0001376401614766,0.9998683014815472,0.0173268880750288,0.0015884226893291,0.9899449324980184,0.0026245018405281,1.2830489648823968,1.4740405976522657,0.8740974555764096,0.9997286520032856,0.5251519651795693,0.7527603621408234,597495.5325773084,477.3295061777369,0.0172158450890399,0.0001211400236943,19.50378753308388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,35.0,0.0,19.78118158499457,0.8305454312033436,0.2439837577023083,0.0263409212213065,24.76814004376368,-0.2160694250770577,0.0154478404218812,23.714210664565275,0.2382575554713608,0.0220873076754659,48.45601750547046,2.683058112216408,0.0570668391791769,0.1239561871940229,0.0154937824171131,17.108403331893285,0.6519896962268665,0
TNKS1BP1,5190.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.6112469437652812,0.9121358424086524,929333.8,250.0,-0.01982764,3.8543422671720005e-05,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,14.426666666666668,29.48503333333334,27.23528736515418,0.0726292909592957,0.1838272727272727,0.006309491477922,22.0,-0.2127612499999999,0.0198006414516666,16.0,0.19601,0.011817941281081,38.0,3.6899842704571153,0.0034510095846464,0.0755429768936978,0.0080379805662577,28.4102636954235,0.0851575253995561,0
C10ORF53,474.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5279831045406547,0.8652011587982505,597317.7823636307,477.4336372847011,0.0172016246025543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.5235000000000001,0.0006844999999999,22.38831957824558,0.2732951570818658,0.1847133333333333,0.0102301026666666,6.0,-0.2102816129032258,0.0109950562406451,31.0,0.2061354054054054,0.0106746820477477,37.0,1.2233873043367696,0.3891374877907863,0.329903310335174,0.0254848176366545,20.715476093356216,0.5110193164887934,0
SERPINI1,1233.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4504504504504505,0.8096879260739587,145987.1,567.0,-0.01243565,9.686431517972265e-08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,22.1,0.0,20.66884646336721,0.5292056513925012,0.2153470967741935,0.0096854955612903,31.0,-0.2214864705882353,0.0101356587742647,17.0,0.2175214583333332,0.0096414730425088,48.0,3.106030211676763,0.0140723697067832,0.0612308973885051,0.0164607485464871,20.715476093356216,0.5110193164887934,0
