Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean_in_UCEC,Phosphoproteome_var_in_UCEC,class
FBLN7,1320.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.746268656716418,0.9646788163901642,628464.2070903856,454.1716887539794,0.0191206869507081,1.058677520442746e-06,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4,17.394714285714286,74.3734169047619,21.537832212201227,0.6049171168329273,0.3243186666666666,0.0281994700838095,15.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.3243186666666666,0.0281994700838095,15.0,2.704533715005605,0.0321726678264751,0.106322862590346,0.0032298062508205,20.34292408279301,0.5862452864257927,0
CDC14A,1872.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.199203187250996,1.0,0.3418803418803419,0.7088186258748101,387264.7,622.0,0.006143884,1.4575414900641731e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2,22.39875,213.6113395833333,18.090274724189964,0.1158428710638518,0.2091145454545455,0.0068583842272727,11.0,-0.188774,0.00270616018,5.0,0.2027581249999999,0.00538871377625,16.0,3.384863544472179,0.0093133908442255,0.0469910044897823,7.030167857892026e-05,21.41918950885792,0.3416755840229828,0
NUAK1,1986.0,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,1.0,0.0,0.1428571428571428,1.0,0.0,1.3333333333333333,1.6666666666666667,1.0,1.0,0.8210180623973727,0.9829311734710224,143017.9,473.0,0.007295638,7.818782784542402e-05,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6,17.819333333333333,129.4864970666667,13.52101899801285,0.2710895684076375,0.2276645454545454,0.0121475115472727,11.0,-0.21758,0.01018022755,5.0,0.224513125,0.0108363741829166,16.0,3.3280021706891487,0.0119190743175457,0.0636581809009471,0.0010306444683266,18.978952443922207,0.3855862756369614,0
KIF5A,3099.0,0.375,0.0,0.0,0.625,0.0,1.0,0.0,0.0,0.9166666666666666,0.0,1.25,1.25,1.0,1.0,0.8795074758135444,0.9924302680460853,1347795.0,303.0,0.04393994,3.77222272774438e-05,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6,19.03725,61.7539005,23.67230651351933,0.0875743531389062,0.25508,0.0294238669166666,13.0,-0.3082866666666666,0.0247342482333333,3.0,0.26505625,0.0272970225716666,16.0,2.750823598476042,0.0822644107371306,0.0847353755671206,0.0054166586794428,20.34292408279301,0.5862452864257927,0
HNRNPDL,1263.0,0.0,0.25,0.0,0.5,0.0,1.0,0.25,0.0,0.75,0.0,2.0,4.0,0.1597954618088846,1.0,0.3815337657382679,0.7491628860516099,684394.1,387.0,0.04554532,0.0001786752082484,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4,31.83333333333333,127.42333333333336,28.16796653315568,0.0445289799368831,0.2053725,0.0067921094916666,4.0,-0.2494192307692308,0.0164694821743589,13.0,0.2390552941176471,0.0139965364014705,17.0,3.816878918010586,0.0012603680933835,0.0354481792880623,0.0024591704721108,23.738479519002865,0.1289858271131762,0
OR10A4,948.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.4071661237785016,0.7730187338293552,427461.7,681.0,0.00797676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2,17.7875,26.572491666666675,22.487509290002507,0.3013711308299261,0.1953142857142857,0.0081345254285714,7.0,-0.2816018181818182,0.0128724506163636,11.0,0.2480455555555556,0.0123165892261437,18.0,1.7336740397673802,0.4506018783491706,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
ZNF8,1728.0,0.2,0.2,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.5,2.0,0.217391304347826,1.0,0.4835589941972921,0.8349042343550206,1546372.0,406.0,-0.03882845,7.404301758157007e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4,22.178800000000003,308.9392272,21.94495783403802,0.1100733710312569,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,3.493000852319656,0.0026542905977499,0.0734803852592648,0.0011376365616027,17.098144149645282,0.6446452405410108,0
CISH,828.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6825938566552902,0.9432458992962668,583785.5,302.0,0.05044635,4.759735472433074e-05,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,9.169,0.0,12.4209001426489,0.6186805229896207,0.2166936363636363,0.0071518345254545,11.0,-0.345195,0.0242376536999999,4.0,0.2509606666666666,0.0137620191209523,15.0,3.3032026035081343,0.0089676776835541,0.0202117827856474,1.2287681288363956e-05,19.744029860965306,0.6806891145513928,0
CSNK2A3,1176.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.6720430107526881,1.0,0.8680555555555556,0.9908850366959197,628464.2070903856,454.1716887539794,0.0191206869507081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,19.462666666666667,205.91754133333336,22.487509290002507,0.3013711308299261,0.1953142857142857,0.0081345254285714,7.0,-0.3358327272727272,0.0366633573418181,11.0,0.2811866666666666,0.0294063116470588,18.0,1.9069153052641687,0.6399536753841434,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
DENND1C,2406.0,0.3333333333333333,0.1111111111111111,0.0,0.4444444444444444,0.0,1.0,0.1111111111111111,0.0,0.9298966940476158,0.0,1.0,1.5,0.5333333333333333,1.0,0.5058168942842691,0.8505718483502681,865106.1,219.0,0.03274363,3.053229227278416e-06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8,15.536125,200.282890125,20.1180794123276,0.2315903587078988,0.2244412499999999,0.0057321607267857,8.0,-0.3289366666666666,0.01700969405,9.0,0.2797623529411764,0.0139030681941176,17.0,3.121398399248696,0.0044715821152535,0.1188333680141596,0.0062740973822558,21.112697938295582,0.3721885454636646,0
CRLF3,1329.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.5793801642856949,0.0,1.0,3.0,0.3946329913180741,1.0,0.9149130832570904,0.9962728354935056,617388.0,264.0,0.03027566,2.179349298476877e-05,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3,31.55,111.00499999999998,24.099853850419795,0.1622980772187437,0.3570239999999999,0.0689377182044444,10.0,-0.2619014285714286,0.0075466191809523,7.0,0.3178558823529411,0.0439360562257352,17.0,3.387397056321636,0.0018434905742281,0.0269850502942893,1.7842607905716992e-05,20.34292408279301,0.5862452864257927,0
KCTD8,1422.0,0.3846153846153846,0.0,0.0,0.6153846153846154,0.0,1.0,0.0,0.0,1.0000000000000002,0.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.4784688995215311,0.8311789789362295,73475.62,1109.0,-0.009554537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12,18.990571428571428,110.97182010989016,15.700147379656578,0.6232882398276168,0.18637,0.0060104773999999,5.0,-0.2420076923076923,0.023677886702564,13.0,0.2265527777777778,0.0187855844212418,18.0,1.82298379851411,0.4811976436226308,0.1271288191936575,0.0240240217515426,19.377392075225337,0.6684218587323578,0
INTS3,3129.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1687837.0,175.0,0.03348986,0.0002610035759117,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11.1,0.0,24.63322774881976,0.0450093806417145,0.3654261111111111,0.0502930076073015,36.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.3654261111111111,0.0502930076073015,36.0,3.695463117021175,0.0020907193775088,0.0230255187039563,0.0020070751711464,24.9287021835828,0.2497833126755161,0
TRBV7-1,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11.47,0.0,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
TENT5D,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,17.17925,137.5232089166667,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
AC007342.3,1938.063189568706,0.2347823368159056,0.0588042809393831,0.0136739047332758,0.6428256089742431,0.0009967886749183,0.99921532758391,0.0449804735941721,0.0033157494150929,0.9672006894641492,0.0016176455279269,1.717432076540993,2.096642384650469,0.8335989392433482,0.997473344569529,0.4969541694496251,0.7351606138763213,628546.7170199985,454.053337718543,0.0191374513533432,0.0001285428746511,20.76342360414577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4.163,0.0,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.871323642994052,0.1199912938338458,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
KLHL12,1707.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.3055300947143293,0.6677992653587056,422793.5,318.0,0.02781154,0.0003700327837955,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,32.0,0.0,19.94122749591855,0.0491810305099433,0.3915290909090909,0.0427136902460227,33.0,-0.2748,0.0303176280047028,1.0,0.3880958823529411,0.0418200913098039,34.0,3.5796710399700995,0.0023350811393631,0.0243802439292664,2.32674519132491e-05,20.34292408279301,0.5862452864257927,0
ANKRD35,3006.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.75,1.0,1.0,0.4651162790697674,0.821147833553289,628464.2070903856,454.1716887539794,0.0191206869507081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5,15.763333333333334,0.7526333333333334,24.06099766612696,0.4117575049135835,0.3950678125,0.0574600063337701,32.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.3950678125,0.0574600063337701,32.0,3.06980482891742,0.0783326775549029,0.0401816537474927,0.0006782022604926,21.8088035610816,0.5474254052562939,0
PBRM1,4749.0,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.8333333333333335,0.0,1.3333333333333333,2.333333333333333,0.0729341404711545,1.0,0.800640512409928,0.9786575109234912,1217701.0,231.0,0.04747089,0.0001595952213263,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4,26.93777777777778,100.10101944444445,25.03960001724748,0.0695796188663876,0.4023799999999999,0.1065440562923077,12.0,-0.4762079999999999,0.1040002711199999,5.0,0.4218084210526315,0.1011752709362573,17.0,3.7274619516936416,0.0010741167598694,0.0167085806396721,5.398712811235234e-06,25.78433738622716,0.1979097204405353,0
TMEM131,5652.0,0.375,0.0,0.0,0.375,0.0,1.0,0.25,0.0,0.9166666666666666,0.0,0.75,1.25,1.0,1.0,0.9416195856873822,0.9982616975703832,362239.2,708.0,0.03634707,1.8536490319330463e-05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,6,13.816166666666666,36.47734576666666,23.794554539101515,0.1269967271546328,0.2850042857142857,0.0217289695340659,14.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2850042857142857,0.0217289695340659,14.0,3.682049529550905,0.0021581710394661,0.0737286558066161,0.0001725790922493,22.5723087922454,0.1323168777552248,0
LSM3,309.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2928257686676428,0.6524677871223291,303635.4,258.0,0.03864811,0.0001413590744994,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,23.7,0.0,25.07087872893453,0.1938167428649475,0.225119,0.0093523711655555,10.0,-0.27231,0.0217146997999999,7.0,0.2445505882352941,0.0139768437558823,17.0,3.416281243930704,0.0027781505393475,0.0374820045000507,0.0022238895029807,20.34292408279301,0.5862452864257927,0
ZNF131,1770.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,506232.1,537.0,0.02084827,6.190228680295148e-06,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,10.026,11.848712000000004,21.33637332742744,0.054810917691502,0.2543955555555555,0.0304593380277777,9.0,-0.197385,0.0028222584499999,2.0,0.2440299999999999,0.0251815477399999,11.0,3.4934519001370896,0.0016555392965447,0.0282396018563977,4.2679943884209e-05,16.985125734452794,0.4343156441624878,0
CGRRF1,999.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,559595.7,348.0,0.03362173,0.0001508178174082,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,4.543,0.0,18.975399071071408,0.0712319674713743,0.2157827272727273,0.0103575222018181,11.0,-0.2133533333333333,0.0103578282333333,3.0,0.2152621428571429,0.0095619069412087,14.0,3.1723140464729584,0.0026057900959812,0.0774546239380988,0.0001784947457704,20.34292408279301,0.5862452864257927,0
SIVA1,528.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.2054231717337716,0.5305429694176831,711772.2,247.0,0.03599851,0.000194968042888,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,20.08666666666667,58.15663333333334,21.089452531066144,0.3225121718752917,0.281435,0.0346103234636363,12.0,-0.234696,0.0121698911299999,5.0,0.2676882352941176,0.0273189526904411,17.0,3.427273347662053,0.0037805675295307,0.0719800016011216,0.0040808604504961,20.34292408279301,0.5862452864257927,0
SLC37A4,1356.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.8116883116883117,0.9810380398630908,1424132.0,180.0,0.05657461,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,14.78,26.20879999999999,21.841689007037047,0.1798941448145185,0.1573842857142857,0.0029366500285714,7.0,-0.2262757142857142,0.0105053930619047,7.0,0.19183,0.0074817969076923,14.0,3.404619480153759,0.0032880252864897,0.0316743778694064,0.0045989841169196,20.34292408279301,0.5862452864257927,0
CMIP,2322.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5500550055005501,0.8788432319886068,334491.7,428.0,0.02060925,1.3955213685405688e-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5,19.1714,56.721014800000006,22.37411026472726,0.0801422214321063,0.1617814285714285,0.0030941937809523,7.0,-0.389046923076923,0.0428626166564102,13.0,0.309504,0.0404169613305263,20.0,3.4506574281849858,0.0043370690223004,0.0202577751047266,2.918261331079457e-05,22.33901496668604,0.874499068954629,0
YBX1,975.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4496402877697841,0.8090410865055467,650376.2,461.0,0.02143114,0.0005618769685901,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,26.3,0.0,27.73452421116112,0.0829525602329071,0.2941607692307691,0.0654264680410256,13.0,-0.1697975,0.0024584312249999,4.0,0.2648988235294117,0.0524875847610294,17.0,3.848182171439326,0.0012909162604909,0.0351413790087934,0.0033888792497147,27.45426528304833,0.2527608652942374,0
HEBP2,618.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,421772.7,590.0,0.01855089,1.7656207044822538e-07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3,5.9055,9.120720500000004,27.071921571349414,0.1382755971386799,0.1883271428571429,0.0030535803238095,7.0,-0.2273075,0.0186695266916666,4.0,0.2025018181818181,0.0078197799363636,11.0,3.6196984937231047,0.002039031170723,0.0741535371511543,0.0003641044043226,20.543508988032364,0.2592055139117106,0
ARF1,546.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.625,0.9187522682785848,702621.2,391.0,0.004712539,0.0006830671235435,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,22.65,0.0049999999999996,22.65450448635148,0.340622131797912,0.3992924242424241,0.0434240985439393,33.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.3992924242424241,0.0434240985439393,33.0,3.8119750726994974,0.0010432548803819,0.0355182306821489,0.0022664237046647,20.34292408279301,0.5862452864257927,0
ZBTB16,2022.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0337461613741436,0.1481081431240359,162786.7,529.0,-0.0058536469999999,0.0009957721761199,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,28.425,15.962499999999991,19.46823115971724,0.4111317967086976,0.1573614285714285,0.0029373301809523,7.0,-0.25278875,0.0146297491267857,8.0,0.208256,0.0110020966685714,15.0,2.728239746445393,0.2132435536704353,0.1163490332872232,0.0093661519535112,21.368074597245304,1.495848734445799,0
FAM111B,2205.0,0.4285714285714285,0.0,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8849557522123894,0.9931129493134948,437114.2,741.0,-0.006484056,4.063508220425672e-06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5,4.040142857142857,25.05698580952381,19.84960199333664,0.4477041672846407,0.2219971428571428,0.0113018604238095,7.0,-0.2939428571428572,0.0186675837238095,7.0,0.25797,0.0152256396307692,14.0,3.263800618995119,0.0297873254022783,0.0243186717395339,2.5138482370887376e-05,20.34292408279301,0.5862452864257927,0
TMEM63A,2424.0,0.1666666666666666,0.0,0.1666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.5,0.2098635886673662,1.0,0.1182592242194891,0.3707280331797464,924498.8,239.0,0.007713805,3.3028548845175657e-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6,21.166666666666668,142.15566666666666,24.047139557194043,0.3581266860181374,0.3796475757575756,0.0435741335314393,33.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.3796475757575756,0.0435741335314393,33.0,3.6553831243233534,0.0055136171796968,0.0257082476268482,3.0260505947836976e-05,20.41390124711919,0.507751008812035,0
PI4K2A,1440.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6426735218508998,0.9268113276068124,514755.2,143.0,0.05408804,5.751405272193648e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,18.282333333333334,144.68966633333332,20.94852566069721,0.1952547349928903,0.284097037037037,0.0186376209062678,27.0,-0.1599533333333333,0.0024342847866666,6.0,0.2615254545454545,0.0178877126068181,33.0,3.4269777736100844,0.0018937669911589,0.0217437598809795,1.2294834739246203e-05,24.01424021281575,0.1530161603022569,0
USP17L15,1680.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.3878975950349108,0.7552420110616741,628464.2070903856,454.1716887539794,0.0191206869507081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,15.72,0.0,22.487509290002507,0.3013711308299261,0.2521597143758343,0.0288347392278441,12.438422023182298,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2695940890589254,0.0322971464262917,18.874868282402527,2.8334514897358622,0.3461156125149953,0.1188333680141596,0.0062740973822558,20.34292408279301,0.5862452864257927,0
GTDC1,1377.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.0,1.0,0.2222222222222222,0.0,0.9298966940476158,0.0,3.0,4.0,1.0,1.0,0.0766753565404079,0.2735910841106433,60793.38,692.0,0.01224903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,7,22.588142857142856,77.86233414285716,21.368091566495565,0.1219415729759095,0.2750184615384615,0.0137531065641025,13.0,-0.2644634616655457,0.0303176280047028,6.973492945703292,0.2750184615384615,0.0137531065641025,13.0,3.493198132726336,0.0012987715940845,0.0361798192708995,6.533697625381306e-05,20.34292408279301,0.5862452864257927,0
